x,pi2,E2,Delta2,M,psi_minus_x
16652,293.0,313.2615,-20.2615,-21.0,9.0424
16747,294.0,314.5882,-20.5882,-22.0,11.2736
16843,295.0,315.9274,-20.9274,-22.0,-4.9447
16939,296.0,317.2650,-21.2650,-20.0,-3.5915
17035,298.0,318.6010,-20.6010,-25.0,7.5572
17132,298.0,319.9494,-21.9494,-21.0,-1.7297
17230,300.0,321.3101,-21.3101,-22.0,-7.0895
17328,301.0,322.6692,-21.6692,-20.0,-17.2706
17427,303.0,324.0405,-21.0405,-16.0,0.8857
17526,304.0,325.4103,-21.4103,-22.0,19.1095
17626,306.0,326.7923,-20.7923,-16.0,16.8558
17726,308.0,328.1727,-20.1727,0.0,-4.9052
17827,310.0,329.5653,-19.5653,-4.0,-8.0514
17929,313.0,330.9701,-17.9701,-5.0,7.4513
18031,315.0,332.3732,-17.3732,-8.0,-6.3782
18134,320.0,333.7884,-13.7884,-12.0,27.8618
18237,320.0,335.2020,-15.2020,-19.0,32.7597
18341,323.0,336.6277,-13.6277,-22.0,46.5305
18446,323.0,338.0654,-15.0654,-21.0,49.5529
18551,325.0,339.5014,-14.5014,-23.0,52.6330
18656,325.0,340.9358,-15.9358,-4.0,6.6169
18763,325.0,342.3958,-17.3958,1.0,7.8221
18870,325.0,343.8541,-18.8541,18.0,-15.5187
18977,327.0,345.3108,-18.3108,36.0,-43.7308
19085,328.0,346.7793,-18.7793,40.0,-43.3344
19194,330.0,348.2598,-18.2598,49.0,-73.4554
19303,331.0,349.7385,-18.7385,48.0,-64.0745
19413,332.0,351.2292,-19.2292,43.0,-80.2996
19524,335.0,352.7316,-17.7316,26.0,-23.4090
19635,336.0,354.2323,-18.2323,34.0,-25.7098
19747,337.0,355.7448,-18.7448,48.0,-47.6150
19860,339.0,357.2690,-18.2690,48.0,-41.8955
19973,341.0,358.7915,-17.7915,35.0,-36.1013
20087,343.0,360.3256,-17.3256,25.0,-31.2456
20201,344.0,361.8581,-17.8581,23.0,3.4119
20316,345.0,363.4022,-18.4022,26.0,-32.2585
20432,346.0,364.9579,-18.9579,26.0,0.5682
20548,349.0,366.5119,-17.5119,27.0,-16.1531
20665,351.0,368.0775,-17.0775,45.0,-33.8209
20783,354.0,369.6546,-15.6546,44.0,-22.6070
20902,356.0,371.2433,-15.2433,39.0,-42.1537
21021,359.0,372.8302,-13.8302,38.0,-21.8416
21140,360.0,374.4152,-14.4152,36.0,-41.2809
21261,361.0,376.0251,-15.0251,34.0,-32.7858
21382,363.0,377.6332,-14.6332,27.0,-44.1432
21504,364.0,379.2526,-15.2526,20.0,-26.5167
21626,369.0,380.8703,-11.8703,4.0,11.1487
21750,371.0,382.5126,-11.5126,3.0,-13.0038
21874,372.0,384.1530,-12.1530,-6.0,12.8502
21998,372.0,385.7915,-13.7915,-6.0,-11.1882
22124,375.0,387.4546,-12.4546,-15.0,22.8384
22250,376.0,389.1158,-13.1158,-17.0,11.9154
22376,379.0,390.7751,-11.7751,-22.0,16.0791
22504,380.0,392.4589,-12.4589,-25.0,8.3025
22632,383.0,394.1407,-11.1407,-18.0,-9.4307
22761,386.0,395.8338,-9.8338,-19.0,22.0472
22891,387.0,397.5380,-10.5380,-23.0,17.4906
23021,388.0,399.2403,-11.2403,-25.0,18.0333
23152,391.0,400.9538,-9.9538,-34.0,37.7296
23284,392.0,402.6784,-10.6784,-24.0,26.3578
23417,394.0,404.4141,-10.4141,-31.0,24.1110
23550,395.0,406.1479,-11.1479,-33.0,-8.2426
23685,398.0,407.9057,-9.9057,-33.0,27.9399
23820,400.0,409.6615,-9.6615,-38.0,33.9989
23955,402.0,411.4154,-9.4154,-39.0,40.1298
24092,402.0,413.1933,-11.1933,-54.0,74.6066
24229,404.0,414.9691,-10.9691,-65.0,99.0814
24367,404.0,416.7559,-12.7559,-50.0,41.8655
24506,406.0,418.5536,-12.5536,-56.0,47.6810
24646,406.0,420.3623,-14.3623,-46.0,18.8808
24786,406.0,422.1688,-16.1688,-33.0,5.3190
24927,407.0,423.9863,-16.9863,-25.0,6.0137
25069,409.0,425.8146,-16.8146,-16.0,-14.4687
25212,410.0,427.6537,-17.6537,-7.0,-15.6198
25356,412.0,429.5036,-17.5036,-2.0,-7.5509
25500,414.0,431.3514,-17.3514,-4.0,-9.5429
25646,416.0,433.2228,-17.2228,-12.0,-3.2939
25792,416.0,435.0920,-19.0920,-16.0,-17.2809
25939,419.0,436.9720,-17.9720,-5.0,-1.7076
26087,420.0,438.8627,-18.8627,5.0,-17.5482
26235,421.0,440.7512,-19.7512,7.0,-12.9698
26385,423.0,442.6632,-19.6632,7.0,-10.3108
26535,423.0,444.5730,-21.5730,16.0,-7.5682
26686,424.0,446.4933,-22.4933,6.0,-21.0144
26838,427.0,448.4243,-21.4243,-8.0,10.4801
26991,431.0,450.3658,-19.3658,-13.0,30.8850
27145,433.0,452.3178,-19.3178,-20.0,40.1836
27300,435.0,454.2803,-19.2803,-12.0,17.9475
27455,436.0,456.2406,-20.2406,7.0,-24.6530
27612,440.0,458.2240,-18.2240,18.0,-48.7541
27769,443.0,460.2052,-17.2052,14.0,-31.8551
27927,445.0,462.1968,-17.1968,2.0,-10.7572
28086,446.0,464.1988,-18.1988,-7.0,-5.9168
28246,449.0,466.2111,-17.2111,-2.0,-22.4803
28407,452.0,468.2338,-16.2338,7.0,-50.2102
28569,454.0,470.2668,-16.2668,-1.0,-35.2734
28732,457.0,472.3101,-15.3101,-18.0,37.7686
28896,458.0,474.3636,-16.3636,-21.0,27.7978
29060,459.0,476.4149,-17.4149,-21.0,17.9121
29226,461.0,478.4888,-17.4888,-14.0,26.6777
29393,462.0,480.5730,-18.5730,-9.0,24.2520
29560,463.0,482.6549,-19.6549,17.0,1.3233
29728,465.0,484.7469,-19.7469,20.0,-1.9308
29898,467.0,486.8615,-19.8615,26.0,-13.9525
30068,468.0,488.9738,-20.9738,19.0,-55.0984
30240,470.0,491.1085,-21.1085,4.0,-31.1374
30412,472.0,493.2409,-21.2409,12.0,-38.0256
30585,475.0,495.3834,-20.3834,32.0,-45.8158
30759,475.0,497.5358,-22.5358,40.0,-64.8468
30935,478.0,499.7106,-21.7106,44.0,-54.7868
31111,479.0,501.8831,-22.8831,48.0,-65.3094
31288,483.0,504.0654,-21.0654,36.0,-4.2999
31466,485.0,506.2577,-21.2577,43.0,-58.0627
31646,487.0,508.4722,-21.4722,57.0,-51.5974
31826,490.0,510.6843,-20.6843,55.0,-55.3936
32007,491.0,512.9062,-21.9062,68.0,-101.5702
32190,496.0,515.1502,-19.1502,55.0,-71.8526
32373,499.0,517.3917,-18.3917,43.0,-36.8171
32558,502.0,519.6553,-17.6553,29.0,-34.8378
32743,505.0,521.9164,-16.9164,27.0,-22.3688
32930,508.0,524.1995,-16.1995,22.0,-26.6925
33117,511.0,526.4800,-15.4800,5.0,15.2138
33306,514.0,528.7824,-14.7824,11.0,-17.6289
33496,516.0,531.0945,-15.0945,-4.0,11.1108
33687,519.0,533.4162,-14.4162,-18.0,49.3951
33879,523.0,535.7476,-12.7476,-23.0,65.9520
34072,524.0,538.0885,-14.0885,-22.0,39.8857
34266,528.0,540.4390,-12.4390,-26.0,12.9190
34461,530.0,542.7990,-12.7990,-22.0,26.8061
34658,535.0,545.1807,-10.1807,-28.0,49.2609
34855,538.0,547.5597,-9.5597,-25.0,61.3826
35054,540.0,549.9603,-9.9603,-12.0,19.3093
35253,541.0,552.3583,-11.3583,-16.0,19.1828
35454,543.0,554.7778,-11.7778,-27.0,38.1202
35656,546.0,557.2067,-11.2067,-22.0,14.2567
35859,549.0,559.6449,-10.6449,-7.0,-20.9831
36064,551.0,562.1046,-11.1046,-11.0,-5.6899
36269,552.0,564.5615,-12.5615,-5.0,-11.2677
36476,554.0,567.0397,-13.0397,3.0,-29.2386
36684,555.0,569.5273,-14.5273,-3.0,-0.8255
36893,557.0,572.0240,-15.0240,-9.0,21.4573
37103,560.0,574.5300,-14.5300,-14.0,42.8600
37314,562.0,577.0453,-15.0453,-28.0,26.5637
37527,564.0,579.5816,-15.5816,-31.0,34.6952
37741,568.0,582.1271,-14.1271,-38.0,52.4669
37956,570.0,584.6817,-14.6817,-25.0,6.1269
38172,571.0,587.2454,-16.2454,-22.0,-20.0344
38390,573.0,589.8301,-16.8301,-36.0,4.6737
38609,577.0,592.4239,-15.4239,-19.0,-45.3866
38828,581.0,595.0148,-14.0148,-18.0,-16.1337
39050,583.0,597.6385,-14.6385,1.0,-5.5997
39272,586.0,600.2593,-14.2593,-16.0,15.6397
39496,588.0,602.9009,-14.9009,-25.0,-7.3240
39721,589.0,605.5514,-16.5514,-17.0,-4.7116
39947,591.0,608.2109,-17.2109,-9.0,12.9137
40175,594.0,610.8910,-16.8910,-18.0,18.0764
40404,594.0,613.5800,-19.5800,-9.0,-41.2683
40634,596.0,616.2778,-20.2778,-3.0,-37.8598
40866,599.0,618.9962,-19.9962,-8.0,-46.9313
41099,599.0,621.7234,-22.7234,6.0,-56.8955
41333,603.0,624.4594,-21.4594,-13.0,-25.2369
41568,606.0,627.2041,-21.2041,-14.0,-36.9597
41805,608.0,629.9692,-21.9692,-25.0,-18.6573
42043,612.0,632.7430,-20.7430,-37.0,30.7246
42283,616.0,635.5372,-19.5372,-45.0,35.6632
42524,618.0,638.3400,-20.3400,-66.0,93.0058
42766,621.0,641.1514,-20.1514,-74.0,96.2083
43010,623.0,643.9831,-20.9831,-76.0,108.1982
43255,624.0,646.8233,-22.8233,-47.0,65.9614
43501,626.0,649.6721,-23.6721,-35.0,33.5173
43749,630.0,652.5410,-22.5410,-21.0,9.8672
43999,634.0,655.4299,-21.4299,-20.0,16.4080
44249,638.0,658.3158,-20.3158,-9.0,33.7744
44501,641.0,661.2217,-20.2217,7.0,6.4795
44755,644.0,664.1475,-20.1475,2.0,36.1885
45010,645.0,667.0818,-22.0818,1.0,48.9846
45266,648.0,670.0244,-22.0244,-3.0,7.3388
45524,650.0,672.9869,-22.9869,-1.0,-4.0328
45784,651.0,675.9691,-24.9691,5.0,-6.5396
46045,652.0,678.9597,-26.9597,32.0,-52.8527
46307,657.0,681.9586,-24.9586,32.0,-35.6089
46571,659.0,684.9771,-25.9771,29.0,-52.4500
46836,664.0,688.0039,-24.0039,30.0,-16.4038
47103,665.0,691.0503,-26.0503,49.0,-89.7733
47372,667.0,694.1163,-27.1163,61.0,-78.9387
47641,669.0,697.1791,-28.1791,57.0,-57.1840
47913,675.0,700.2727,-25.2727,57.0,-49.0546
48186,676.0,703.3745,-27.3745,77.0,-74.1195
48461,678.0,706.4957,-28.4957,93.0,-101.0516
48737,683.0,709.6249,-26.6249,80.0,-85.6957
49014,688.0,712.7621,-24.7621,75.0,-71.1828
49294,693.0,715.9301,-22.9301,65.0,-48.7120
49575,699.0,719.1059,-20.1059,47.0,-27.0762
49857,702.0,722.2898,-20.2898,33.0,-11.6827
50141,708.0,725.4928,-17.4928,18.0,18.0995
50427,709.0,728.7150,-19.7150,-1.0,13.5663
50714,712.0,731.9451,-19.9451,14.0,-31.5387
51003,714.0,735.1943,-21.1943,20.0,-38.7756
51294,718.0,738.4626,-20.4626,29.0,-58.7057
51586,723.0,741.7386,-18.7386,28.0,-8.9835
51880,727.0,745.0337,-18.0337,9.0,11.7790
52176,729.0,748.3476,-19.3476,7.0,-12.7357
52473,732.0,751.6693,-19.6693,10.0,-32.6827
52772,734.0,755.0099,-21.0099,14.0,-16.4247
53073,736.0,758.3693,-22.3693,16.0,-34.6321
53375,742.0,761.7364,-19.7364,14.0,-21.0564
53679,745.0,765.1222,-20.1222,11.0,-20.1921
53985,747.0,768.5267,-21.5267,24.0,-21.1720
54293,748.0,771.9499,-23.9499,32.0,-51.2421
54602,753.0,775.3807,-22.3807,7.0,10.5327
54913,754.0,778.8300,-24.8300,12.0,-27.7042
55226,757.0,782.2979,-25.2979,7.0,-24.1301
55541,760.0,785.7844,-25.7844,24.0,-66.0798
55857,764.0,789.2783,-25.2783,17.0,-10.5285
56175,768.0,792.7906,-24.7906,-2.0,-11.4589
56495,772.0,796.3214,-24.3214,-14.0,-14.2189
56817,777.0,799.8705,-22.8705,-45.0,24.9575
57141,780.0,803.4380,-23.4380,-73.0,67.7980
57467,785.0,807.0238,-22.0238,-58.0,81.4310
57794,788.0,810.6169,-22.6169,-54.0,94.2606
58124,790.0,814.2391,-24.2391,-68.0,87.8047
58455,797.0,817.8686,-20.8686,-70.0,140.8692
58788,799.0,821.5162,-22.5162,-63.0,104.3077
59123,803.0,825.1820,-22.1820,-90.0,121.9319
59460,808.0,828.8658,-20.8658,-98.0,147.6169
59798,811.0,832.5567,-21.5567,-103.0,172.4869
60139,813.0,836.2766,-23.2766,-94.0,128.5464
60482,815.0,840.0144,-25.0144,-72.0,71.7329
60827,818.0,843.7701,-25.7701,-64.0,90.1646
61173,822.0,847.5328,-25.5328,-67.0,63.7054
61522,825.0,851.3242,-26.3242,-63.0,34.4246
61872,826.0,855.1226,-29.1226,-67.0,37.3782
62225,830.0,858.9496,-28.9496,-77.0,59.5988
62579,831.0,862.7835,-31.7835,-45.0,-7.3215
62936,832.0,866.6459,-34.6459,-39.0,-10.8200
63295,837.0,870.5259,-33.5259,-32.0,-65.8776
63655,843.0,874.4128,-31.4128,-55.0,27.5140
64018,845.0,878.3280,-33.3280,-72.0,40.6796
64383,848.0,882.2608,-34.2608,-48.0,-3.2989
64750,851.0,886.2110,-35.2110,-11.0,-49.1071
65119,856.0,890.1787,-34.1787,8.0,-52.4227
65490,859.0,894.1638,-35.1638,2.0,-57.5627
65863,866.0,898.1663,-32.1663,-4.0,13.8272
66238,869.0,902.1861,-33.1861,29.0,-22.6822
66615,871.0,906.2233,-35.2233,27.0,-44.3512
66995,874.0,910.2884,-36.2884,30.0,-46.6239
67377,879.0,914.3707,-35.3707,34.0,-39.5954
67761,883.0,918.4702,-35.4702,26.0,10.1146
68147,885.0,922.5869,-37.5869,26.0,24.6676
68535,889.0,926.7207,-37.7207,40.0,-29.3552
68926,893.0,930.8821,-37.8821,53.0,-26.8059
69318,897.0,935.0500,-38.0500,67.0,-56.6332
69713,900.0,939.2455,-39.2455,86.0,-117.1605
70111,906.0,943.4685,-37.4685,75.0,-135.8880
70510,913.0,947.6978,-34.6978,49.0,-77.3048
70912,917.0,951.9546,-34.9546,61.0,-110.8132
71316,922.0,956.2283,-34.2283,42.0,-90.2874
71722,929.0,960.5187,-31.5187,28.0,-15.6593
72131,933.0,964.8364,-31.8364,32.0,11.5010
72542,939.0,969.1709,-30.1709,39.0,-13.4807
72955,942.0,973.5220,-31.5220,19.0,21.3157
73371,945.0,977.9003,-32.9003,34.0,-25.0711
73789,947.0,982.2951,-35.2951,42.0,-11.6319
74210,951.0,986.7171,-35.7171,46.0,-6.5682
74632,955.0,991.1450,-36.1450,37.0,-2.2974
75058,959.0,995.6104,-36.6104,21.0,-1.8161
75485,963.0,1000.0817,-37.0817,21.0,-24.5754
75915,966.0,1004.5799,-38.5799,-8.0,-5.2050
76348,971.0,1009.1049,-38.1049,-2.0,-22.3206
76783,975.0,1013.6462,-38.6462,11.0,-24.3506
77221,978.0,1018.2142,-40.2142,6.0,-68.5458
77661,985.0,1022.7985,-37.7985,-2.0,20.5472
78103,987.0,1027.3989,-40.3989,-7.0,6.5315
78548,992.0,1032.0259,-40.0259,4.0,-19.9219
78996,996.0,1036.6794,-40.6794,11.0,-22.5869
79446,999.0,1041.3489,-42.3489,14.0,-21.3744
79899,1005.0,1046.0449,-41.0449,1.0,-19.1763
80354,1010.0,1050.7568,-40.7568,9.0,5.7100
80812,1018.0,1055.4950,-37.4950,-2.0,22.2006
81272,1024.0,1060.2492,-36.2492,-8.0,36.9111
81735,1029.0,1065.0295,-36.0295,-28.0,48.8657
82201,1035.0,1069.8360,-34.8360,-48.0,69.3738
82669,1040.0,1074.6583,-34.6583,-54.0,99.4433
83140,1045.0,1079.5066,-34.5066,-45.0,58.8128
83614,1051.0,1084.3809,-33.3809,-27.0,52.2258
84091,1054.0,1089.2811,-35.2811,-2.0,6.0251
84570,1060.0,1094.1970,-34.1970,-6.0,48.7855
85052,1065.0,1099.1387,-34.1387,20.0,-1.9785
85536,1071.0,1104.0959,-33.0959,30.0,2.2367
86024,1076.0,1109.0891,-33.0891,59.0,-37.0685
86514,1081.0,1114.0977,-33.0977,29.0,29.8325
87007,1084.0,1119.1320,-35.1320,35.0,-42.4422
87503,1090.0,1124.1919,-34.1919,39.0,-60.6301
88001,1099.0,1129.2671,-30.2671,26.0,33.2361
88503,1102.0,1134.3779,-32.3779,46.0,-92.9574
89007,1108.0,1139.5040,-31.5040,29.0,-107.0216
89514,1109.0,1144.6555,-35.6555,13.0,-78.2589
90024,1117.0,1149.8323,-32.8323,4.0,4.8068
90537,1123.0,1155.0343,-32.0343,-2.0,28.1117
91053,1126.0,1160.2616,-34.2616,15.0,-42.6471
91572,1134.0,1165.5140,-31.5140,1.0,-24.8170
92094,1136.0,1170.7916,-34.7916,-11.0,-66.8516
92618,1142.0,1176.0841,-34.0841,-21.0,-30.6209
93146,1149.0,1181.4117,-32.4117,-48.0,59.0781
93677,1155.0,1186.7642,-31.7642,-51.0,43.0840
94211,1163.0,1192.1417,-29.1417,-72.0,24.3578
94747,1171.0,1197.5339,-26.5339,-91.0,43.9777
95287,1176.0,1202.9610,-26.9610,-115.0,111.4642
95830,1179.0,1208.4128,-29.4128,-122.0,130.3801
96376,1184.0,1213.8894,-29.8894,-119.0,100.6727
96926,1188.0,1219.4006,-31.4006,-122.0,95.9186
97478,1194.0,1224.9263,-30.9263,-88.0,60.7222
98033,1204.0,1230.4766,-26.4766,-70.0,51.5101
98592,1208.0,1236.0614,-28.0614,-62.0,9.8357
99154,1218.0,1241.6706,-23.6706,-66.0,80.4351
99719,1223.0,1247.3042,-24.3042,-57.0,56.2881
100287,1225.0,1252.9621,-27.9621,-30.0,6.3664
100858,1230.0,1258.6443,-28.6443,-3.0,17.0529
101433,1235.0,1264.3606,-29.3606,-18.0,29.8042
102011,1240.0,1270.1011,-30.1011,-35.0,62.8939
102592,1248.0,1275.8657,-27.8657,-55.0,127.8831
103177,1254.0,1281.6643,-27.6643,-40.0,62.2452
103765,1257.0,1287.4869,-30.4869,7.0,-29.2272
104356,1266.0,1293.3334,-27.3334,0.0,7.4703
104951,1273.0,1299.2138,-26.2138,-21.0,36.6290
105549,1277.0,1305.1179,-28.1179,-29.0,39.9749
106150,1280.0,1311.0459,-31.0459,-23.0,-40.3851
106755,1289.0,1317.0074,-28.0074,-32.0,49.1449
107363,1294.0,1322.9927,-28.9927,-17.0,43.3630
107975,1297.0,1329.0114,-32.0114,2.0,-58.7992
108590,1304.0,1335.0537,-31.0537,-4.0,-24.6209
109209,1312.0,1341.1293,-29.1293,4.0,5.8910
109831,1318.0,1347.2284,-29.2284,-1.0,4.6966
110457,1321.0,1353.3607,-32.3607,20.0,-87.2789
111086,1329.0,1359.5164,-30.5164,8.0,-42.6067
111719,1333.0,1365.7052,-32.7052,24.0,-82.9468
112356,1341.0,1371.9270,-30.9270,29.0,12.5320
112996,1346.0,1378.1720,-32.1720,67.0,-104.0088
113640,1357.0,1384.4498,-27.4498,74.0,-55.5794
114288,1362.0,1390.7605,-28.7605,88.0,-51.5299
114939,1367.0,1397.0943,-30.0943,91.0,-96.7584
115594,1373.0,1403.4607,-30.4607,93.0,-134.0469
116252,1383.0,1409.8501,-26.8501,89.0,-57.4382
116915,1387.0,1416.2818,-29.2818,111.0,-113.7899
117581,1395.0,1422.7362,-27.7362,81.0,-79.4708
118251,1406.0,1429.2232,-23.2232,95.0,-58.5405
118925,1410.0,1435.7425,-25.7425,108.0,-78.2610
119603,1417.0,1442.2941,-25.2941,130.0,-160.1208
120284,1426.0,1448.8683,-22.8683,104.0,-92.6661
120969,1430.0,1455.4747,-25.4747,86.0,-46.3701
121659,1439.0,1462.1229,-23.1229,49.0,12.8315
122352,1448.0,1468.7935,-20.7935,38.0,4.9864
123049,1456.0,1475.4961,-19.4961,40.0,-0.6820
123750,1461.0,1482.2306,-21.2306,24.0,25.1688
124455,1468.0,1488.9970,-20.9970,21.0,0.4476
125165,1474.0,1495.8048,-21.8048,16.0,0.3859
125878,1478.0,1502.6347,-24.6347,17.0,-8.2036
126595,1483.0,1509.4963,-26.4963,13.0,3.0342
127316,1490.0,1516.3896,-26.3896,48.0,-48.1216
128042,1494.0,1523.3239,-29.3239,65.0,-45.1708
128771,1503.0,1530.2801,-27.2801,58.0,2.1884
129505,1512.0,1537.2773,-25.2773,10.0,39.0373
130243,1518.0,1544.3059,-26.3059,5.0,7.4918
130985,1525.0,1551.3657,-26.3657,-13.0,10.5615
131732,1532.0,1558.4662,-26.4662,1.0,-16.8135
132482,1539.0,1565.5884,-26.5884,-9.0,-47.5439
133237,1545.0,1572.7512,-27.7512,-40.0,-0.3555
133996,1553.0,1579.9450,-26.9450,-16.0,-27.5972
134760,1560.0,1587.1792,-27.1792,-4.0,-41.7704
135528,1570.0,1594.4443,-24.4443,1.0,-30.0301
136300,1576.0,1601.7402,-25.7402,-17.0,-33.7567
137077,1587.0,1609.0763,-22.0763,-48.0,64.3027
137858,1590.0,1616.4431,-26.4431,-81.0,52.3169
138643,1599.0,1623.8405,-24.8405,-104.0,119.5771
139433,1604.0,1631.2779,-27.2779,-104.0,57.9058
140228,1609.0,1638.7552,-29.7552,-86.0,44.8881
141027,1618.0,1646.2629,-28.2629,-98.0,87.5084
141830,1625.0,1653.8009,-28.8009,-127.0,138.4039
142638,1631.0,1661.3787,-30.3787,-102.0,125.3744
143451,1638.0,1668.9960,-30.9960,-49.0,-10.9862
144269,1646.0,1676.6528,-30.6528,-38.0,-15.4569
145091,1651.0,1684.3398,-33.3398,-50.0,-17.5780
145917,1657.0,1692.0567,-35.0567,-45.0,-35.1893
146749,1666.0,1699.8223,-33.8223,-38.0,-16.8016
147585,1673.0,1707.6178,-34.6178,-64.0,3.9561
148426,1678.0,1715.4524,-37.4524,-45.0,-63.2212
149272,1690.0,1723.3261,-33.3261,-59.0,23.7926
150122,1702.0,1731.2294,-29.2294,-50.0,67.5200
150978,1710.0,1739.1810,-29.1810,-36.0,46.0627
151838,1719.0,1747.1621,-28.1621,-53.0,146.2481
152703,1732.0,1755.1819,-23.1819,-82.0,140.4502
153573,1741.0,1763.2405,-22.2405,-93.0,177.8241
154448,1749.0,1771.3377,-22.3377,-93.0,138.9718
155328,1757.0,1779.4733,-22.4733,-78.0,119.4097
156214,1765.0,1787.6567,-22.6567,-53.0,94.2341
157104,1774.0,1795.8692,-21.8692,-54.0,53.5248
157999,1785.0,1804.1200,-19.1200,-68.0,97.9586
158899,1790.0,1812.4090,-22.4090,-65.0,36.0824
159805,1799.0,1820.7454,-21.7454,-72.0,76.4342
160715,1809.0,1829.1106,-20.1106,-56.0,65.2879
161631,1815.0,1837.5231,-22.5231,-38.0,56.9486
162552,1825.0,1845.9734,-20.9734,-11.0,-36.3402
163478,1834.0,1854.4615,-20.4615,7.0,21.7761
164410,1841.0,1862.9966,-21.9966,11.0,38.3534
165346,1848.0,1871.5602,-23.5602,55.0,-68.7589
166289,1853.0,1880.1797,-27.1797,39.0,-110.3735
167236,1863.0,1888.8276,-25.8276,37.0,-35.2953
168189,1870.0,1897.5220,-27.5220,80.0,-128.1608
169147,1876.0,1906.2538,-30.2538,118.0,-207.5572
170111,1883.0,1915.0320,-32.0320,94.0,-160.0781
171081,1889.0,1923.8565,-34.8565,97.0,-94.0308
172055,1897.0,1932.7091,-35.7091,86.0,-127.9072
173036,1903.0,1941.6168,-38.6168,83.0,-83.9460
174022,1912.0,1950.5616,-38.5616,82.0,-104.8062
175013,1921.0,1959.5432,-38.5432,69.0,-106.0848
176011,1930.0,1968.5798,-38.5798,100.0,-216.5171
177014,1947.0,1977.6531,-30.6531,39.0,-35.5714
178022,1953.0,1986.7630,-33.7630,69.0,-166.1676
179037,1967.0,1995.9276,-28.9276,80.0,-92.8341
180057,1977.0,2005.1287,-28.1287,47.0,48.6017
181083,1986.0,2014.3753,-28.3753,73.0,-81.7241
182115,2002.0,2023.6672,-21.6672,52.0,-96.5008
183152,2012.0,2032.9953,-20.9953,66.0,-67.3657
184196,2023.0,2042.3776,-19.3776,23.0,-56.8455
185245,2033.0,2051.7960,-18.7960,46.0,-38.6952
186301,2044.0,2061.2684,-17.2684,29.0,100.3510
187363,2056.0,2070.7857,-14.7857,29.0,57.9549
188430,2060.0,2080.3389,-20.3389,31.0,4.9413
189504,2071.0,2089.9457,-18.9457,47.0,48.6875
190584,2077.0,2099.5972,-22.5972,57.0,1.8531
191670,2090.0,2109.2932,-19.2932,92.0,-1.8491
192762,2101.0,2119.0337,-18.0337,50.0,43.7062
193860,2108.0,2128.8186,-20.8186,18.0,89.8767
194965,2115.0,2138.6566,-23.6566,2.0,7.8053
196076,2123.0,2148.5389,-25.5389,-10.0,42.0459
197193,2132.0,2158.4652,-26.4652,11.0,-20.5964
198317,2144.0,2168.4445,-24.4445,-3.0,38.2899
199447,2153.0,2178.4677,-25.4677,-4.0,18.5240
200583,2161.0,2188.5347,-27.5347,-12.0,-6.7273
201726,2170.0,2198.6544,-28.6544,11.0,-56.7626
202875,2178.0,2208.8177,-30.8177,16.0,-45.1217
204031,2194.0,2219.0334,-25.0334,39.0,-39.9160
205194,2205.0,2229.3014,-24.3014,43.0,-102.3084
206363,2215.0,2239.6129,-24.6129,13.0,-31.5342
207539,2227.0,2249.9764,-22.9764,-41.0,-20.2156
208722,2240.0,2260.3920,-20.3920,-68.0,58.1185
209911,2252.0,2270.8506,-18.8506,-58.0,75.9126
211107,2262.0,2281.3611,-19.3611,-66.0,154.6553
212310,2273.0,2291.9233,-18.9233,-61.0,141.1549
213520,2278.0,2302.5372,-24.5372,-15.0,53.7491
214736,2286.0,2313.1938,-27.1938,6.0,95.8740
215960,2291.0,2323.9106,-32.9106,-18.0,26.1992
217191,2301.0,2334.6787,-33.6787,-10.0,-86.7976
218428,2314.0,2345.4893,-31.4893,-5.0,-100.8253
219673,2324.0,2356.3597,-32.3597,-23.0,-42.3482
220924,2335.0,2367.2725,-32.2725,-53.0,72.2471
222183,2351.0,2378.2449,-27.2449,-80.0,68.7200
223449,2363.0,2389.2681,-26.2681,-92.0,95.7197
224723,2371.0,2400.3507,-29.3507,-55.0,41.3891
226003,2386.0,2411.4753,-25.4753,-84.0,80.2196
227291,2395.0,2422.6591,-27.6591,-64.0,17.1196
228586,2406.0,2433.8933,-27.8933,-56.0,29.8262
229888,2419.0,2445.1779,-26.1779,-122.0,190.4197
231198,2432.0,2456.5213,-24.5213,-131.0,189.3145
232516,2445.0,2467.9236,-22.9236,-114.0,156.1092
233841,2455.0,2479.3758,-24.3758,-79.0,5.2594
235173,2469.0,2490.8780,-21.8780,-75.0,82.8998
236513,2478.0,2502.4386,-24.4386,-42.0,-57.1145
237861,2489.0,2514.0575,-25.0575,-17.0,-161.2741
239216,2498.0,2525.7261,-27.7261,-27.0,-129.4747
240579,2507.0,2537.4528,-30.4528,-18.0,-129.8118
241950,2519.0,2549.2376,-30.2376,-41.0,-7.3678
243329,2526.0,2561.0802,-35.0802,8.0,-72.0453
244715,2538.0,2572.9720,-34.9720,-5.0,18.1655
246110,2553.0,2584.9301,-31.9301,-6.0,-48.8939
247512,2565.0,2596.9373,-31.9373,19.0,-35.4436
248922,2581.0,2609.0018,-28.0018,-24.0,157.0086
250341,2589.0,2621.1323,-32.1323,-15.0,61.5605
251767,2603.0,2633.3115,-30.3115,-31.0,77.8553
253202,2610.0,2645.5564,-35.5564,-8.0,4.9238
254645,2621.0,2657.8583,-36.8583,-33.0,-44.2803
256096,2634.0,2670.2171,-36.2171,-75.0,110.8214
257555,2645.0,2682.6327,-37.6327,-52.0,9.5494
